Primary Type,Beat
THEFT,1124
THEFT,2431
ASSAULT,1912
ASSAULT,533
BURGLARY,725
WEAPONS VIOLATION,2533
BATTERY,235
THEFT,1724
ROBBERY,914
BATTERY,1914
THEFT,1023
BURGLARY,823
CRIMINAL DAMAGE,722
BATTERY,2212
THEFT,313
THEFT,123
ASSAULT,314
THEFT,813
BATTERY,1522
BATTERY,2412
ASSAULT,735
BATTERY,1023
OTHER OFFENSE,1634
OTHER OFFENSE,1834
THEFT,421
OTHER OFFENSE,621
CRIMINAL DAMAGE,1434
WEAPONS VIOLATION,2521
BATTERY,912
BATTERY,414
ROBBERY,715
NARCOTICS,1422
THEFT,1911
ASSAULT,735
BATTERY,112
ROBBERY,725
CRIMINAL DAMAGE,533
BATTERY,613
OTHER OFFENSE,231
BURGLARY,825
ASSAULT,2412
BATTERY,411
MOTOR VEHICLE THEFT,421
BATTERY,1821
BATTERY,2033
OTHER OFFENSE,1412
THEFT,825
MOTOR VEHICLE THEFT,223
BATTERY,414
DECEPTIVE PRACTICE,1733
BATTERY,634
BATTERY,726
OTHER OFFENSE,423
OTHER OFFENSE,621
ROBBERY,1232
ASSAULT,311
DECEPTIVE PRACTICE,1912
DECEPTIVE PRACTICE,2531
ROBBERY,333
DECEPTIVE PRACTICE,1712
OFFENSE INVOLVING CHILDREN,512
BATTERY,932
THEFT,312
BATTERY,522
OTHER OFFENSE,1925
STALKING,1925
DECEPTIVE PRACTICE,931
CRIMINAL DAMAGE,2024
ASSAULT,1434
OTHER OFFENSE,835
CRIMINAL DAMAGE,1014
DECEPTIVE PRACTICE,223
ASSAULT,624
BATTERY,2511
MOTOR VEHICLE THEFT,324
CRIMINAL DAMAGE,613
CRIMINAL DAMAGE,1632
ASSAULT,624
BATTERY,1513
THEFT,921
ASSAULT,1224
MOTOR VEHICLE THEFT,411
CRIMINAL DAMAGE,313
THEFT,1212
BATTERY,1532
ASSAULT,1533
BATTERY,623
THEFT,123
MOTOR VEHICLE THEFT,722
BATTERY,1533
ASSAULT,121
THEFT,131
THEFT,522
THEFT,1651
MOTOR VEHICLE THEFT,911
BURGLARY,511
THEFT,2533
CRIMINAL DAMAGE,931
DECEPTIVE PRACTICE,1424
DECEPTIVE PRACTICE,1812
BATTERY,1224
ROBBERY,222
ASSAULT,413
BATTERY,211
NARCOTICS,1121
BATTERY,2534
THEFT,1935
CRIMINAL DAMAGE,735
THEFT,433
THEFT,2234
BATTERY,1614
THEFT,122
ASSAULT,834
THEFT,2512
BURGLARY,1414
THEFT,1424
THEFT,1224
THEFT,2515
ASSAULT,835
MOTOR VEHICLE THEFT,1823
MOTOR VEHICLE THEFT,331
OTHER OFFENSE,433
ASSAULT,831
THEFT,111
THEFT,1234
OTHER OFFENSE,914
CRIMINAL TRESPASS,1824
THEFT,111
THEFT,314
WEAPONS VIOLATION,113
ASSAULT,222
CRIMINAL DAMAGE,123
DECEPTIVE PRACTICE,2222
THEFT,1822
BATTERY,1623
OTHER OFFENSE,313
BATTERY,2524
DECEPTIVE PRACTICE,1033
CRIMINAL DAMAGE,1913
DECEPTIVE PRACTICE,2232
MOTOR VEHICLE THEFT,1434
DECEPTIVE PRACTICE,2514
CRIMINAL DAMAGE,923
THEFT,512
CRIMINAL DAMAGE,913
ASSAULT,2515
DECEPTIVE PRACTICE,825
OTHER OFFENSE,934
MOTOR VEHICLE THEFT,234
OTHER OFFENSE,1511
THEFT,511
CRIMINAL DAMAGE,1014
THEFT,111
NARCOTICS,1112
THEFT,124
OTHER OFFENSE,2532
OTHER OFFENSE,2222
BATTERY,1522
CRIMINAL DAMAGE,233
THEFT,1833
BATTERY,1113
BATTERY,214
CRIMINAL DAMAGE,431
BATTERY,1533
THEFT,821
DECEPTIVE PRACTICE,214
OTHER OFFENSE,1522
THEFT,113
DECEPTIVE PRACTICE,2024
THEFT,1033
BATTERY,2511
DECEPTIVE PRACTICE,113
ASSAULT,1125
ASSAULT,821
THEFT,1811
BATTERY,423
BATTERY,633
BATTERY,332
CRIMINAL DAMAGE,623
NARCOTICS,1712
ROBBERY,1833
THEFT,1821
ROBBERY,914
ROBBERY,623
BATTERY,834
THEFT,2023
MOTOR VEHICLE THEFT,1834
BURGLARY,1213
MOTOR VEHICLE THEFT,1833
BATTERY,421
DECEPTIVE PRACTICE,1225
CRIMINAL DAMAGE,1213
DECEPTIVE PRACTICE,1733
MOTOR VEHICLE THEFT,1724
OTHER OFFENSE,422
ASSAULT,314
OFFENSE INVOLVING CHILDREN,1832
MOTOR VEHICLE THEFT,723
ROBBERY,732
ASSAULT,1623
ROBBERY,1524
INTERFERENCE WITH PUBLIC OFFICER,2515
THEFT,1414
WEAPONS VIOLATION,513
ASSAULT,334
MOTOR VEHICLE THEFT,213
BURGLARY,2423
CRIMINAL DAMAGE,922
BATTERY,2523
THEFT,412
ASSAULT,212
THEFT,1423
THEFT,831
THEFT,1033
THEFT,1651
BATTERY,2432
CRIMINAL TRESPASS,131
BATTERY,1234
DECEPTIVE PRACTICE,2424
THEFT,2422
BATTERY,2232
DECEPTIVE PRACTICE,431
BATTERY,931
CRIMINAL TRESPASS,1922
THEFT,121
THEFT,2412
THEFT,1125
THEFT,124
WEAPONS VIOLATION,431
BURGLARY,1712
THEFT,715
CRIMINAL DAMAGE,1722
ASSAULT,1222
ROBBERY,1115
THEFT,123
THEFT,2525
THEFT,823
BATTERY,232
THEFT,1014
BATTERY,411
OTHER OFFENSE,122
WEAPONS VIOLATION,1134
OFFENSE INVOLVING CHILDREN,925
CRIMINAL DAMAGE,1215
OTHER OFFENSE,723
ROBBERY,633
BATTERY,324
NARCOTICS,1121
THEFT,1531
ASSAULT,711
DECEPTIVE PRACTICE,1034
CRIMINAL DAMAGE,1133
THEFT,815
ASSAULT,212
ASSAULT,513
THEFT,924
MOTOR VEHICLE THEFT,332
CRIMINAL DAMAGE,2413
CRIMINAL DAMAGE,214
THEFT,1411
THEFT,815
ROBBERY,423
CRIMINAL DAMAGE,912
DECEPTIVE PRACTICE,2532
DECEPTIVE PRACTICE,1931
BATTERY,1821
THEFT,1524
CRIMINAL TRESPASS,735
THEFT,1834
DECEPTIVE PRACTICE,831
THEFT,1421
MOTOR VEHICLE THEFT,2532
ASSAULT,1122
CRIMINAL DAMAGE,2413
CRIMINAL DAMAGE,1013
THEFT,1834
THEFT,2524
BATTERY,922
BURGLARY,811
ROBBERY,2211
BATTERY,2535
BATTERY,2433
THEFT,124
OFFENSE INVOLVING CHILDREN,511
KIDNAPPING,623
MOTOR VEHICLE THEFT,1651
ASSAULT,1823
THEFT,124
THEFT,1533
CRIMINAL DAMAGE,1834
DECEPTIVE PRACTICE,131
THEFT,1914
BATTERY,731
THEFT,1834
ROBBERY,925
MOTOR VEHICLE THEFT,914
BATTERY,512
CRIMINAL DAMAGE,232
OTHER OFFENSE,334
ASSAULT,633
THEFT,1651
THEFT,1921
BURGLARY,1722
DECEPTIVE PRACTICE,2511
THEFT,1412
CRIMINAL DAMAGE,1024
THEFT,1111
CRIMINAL DAMAGE,726
BATTERY,1822
THEFT,511
NARCOTICS,1131
DECEPTIVE PRACTICE,2532
BATTERY,212
THEFT,2422
CRIMINAL DAMAGE,1233
MOTOR VEHICLE THEFT,114
BATTERY,232
ASSAULT,1013
ROBBERY,923
INTERFERENCE WITH PUBLIC OFFICER,1434
WEAPONS VIOLATION,2521
BATTERY,723
THEFT,1821
CRIMINAL DAMAGE,2022
CRIMINAL DAMAGE,725
THEFT,2234
BATTERY,522
MOTOR VEHICLE THEFT,1831
THEFT,1921
CRIMINAL DAMAGE,211
BURGLARY,512
OTHER OFFENSE,1523
DECEPTIVE PRACTICE,712
ASSAULT,1913
ROBBERY,825
CRIMINAL DAMAGE,2533
BATTERY,513
BATTERY,1132
BATTERY,1622
ASSAULT,822
ROBBERY,915
MOTOR VEHICLE THEFT,423
ASSAULT,631
BATTERY,624
WEAPONS VIOLATION,222
MOTOR VEHICLE THEFT,1922
CRIMINAL TRESPASS,611
THEFT,1012
CRIMINAL DAMAGE,432
THEFT,1622
CRIMINAL DAMAGE,1423
THEFT,1934
CRIMINAL DAMAGE,1431
ASSAULT,533
THEFT,1112
WEAPONS VIOLATION,423
THEFT,2412
THEFT,111
MOTOR VEHICLE THEFT,1813
CRIMINAL DAMAGE,2024
DECEPTIVE PRACTICE,123
NARCOTICS,1234
THEFT,211
THEFT,432
MOTOR VEHICLE THEFT,811
THEFT,1934
THEFT,1651
MOTOR VEHICLE THEFT,1531
OTHER OFFENSE,121
WEAPONS VIOLATION,1131
BATTERY,431
MOTOR VEHICLE THEFT,922
CRIMINAL DAMAGE,434
THEFT,1614
ASSAULT,914
THEFT,2222
WEAPONS VIOLATION,2522
WEAPONS VIOLATION,1423
THEFT,513
THEFT,1022
CRIMINAL DAMAGE,2533
OFFENSE INVOLVING CHILDREN,2234
THEFT,1031
ASSAULT,835
MOTOR VEHICLE THEFT,132
MOTOR VEHICLE THEFT,1915
DECEPTIVE PRACTICE,423
DECEPTIVE PRACTICE,122
BATTERY,922
ASSAULT,621
OFFENSE INVOLVING CHILDREN,934
CRIMINAL DAMAGE,1011
THEFT,2411
DECEPTIVE PRACTICE,1924
MOTOR VEHICLE THEFT,1524
DECEPTIVE PRACTICE,511
THEFT,331
BATTERY,431
THEFT,934
THEFT,413
DECEPTIVE PRACTICE,1511
OTHER OFFENSE,112
SEX OFFENSE,614
THEFT,913
MOTOR VEHICLE THEFT,132
OTHER OFFENSE,1511
BURGLARY,122
DECEPTIVE PRACTICE,2223
ASSAULT,2522
CRIMINAL DAMAGE,715
BATTERY,831
CRIMINAL DAMAGE,421
THEFT,813
BURGLARY,1922
CRIMINAL DAMAGE,2411
CRIMINAL DAMAGE,1023
WEAPONS VIOLATION,912
CRIMINAL DAMAGE,1723
CRIMINAL DAMAGE,834
BURGLARY,1911
MOTOR VEHICLE THEFT,132
BATTERY,1234
BATTERY,631
CRIMINAL TRESPASS,114
THEFT,222
THEFT,1022
THEFT,123
THEFT,123
ASSAULT,732
DECEPTIVE PRACTICE,1711
BATTERY,512
ASSAULT,624
WEAPONS VIOLATION,2232
ASSAULT,912
THEFT,433
ROBBERY,1224
MOTOR VEHICLE THEFT,2234
MOTOR VEHICLE THEFT,212
BURGLARY,1914
BURGLARY,914
ROBBERY,724
CRIMINAL DAMAGE,624
BATTERY,124
THEFT,411
CRIMINAL SEXUAL ASSAULT,312
ASSAULT,511
CRIMINAL SEXUAL ASSAULT,1654
BATTERY,623
MOTOR VEHICLE THEFT,1722
CRIMINAL TRESPASS,2513
CRIMINAL DAMAGE,523
BURGLARY,1813
BATTERY,421
CRIMINAL SEXUAL ASSAULT,2514
THEFT,334
ROBBERY,1224
ROBBERY,925
BURGLARY,1831
BURGLARY,1833
THEFT,622
BATTERY,921
BATTERY,921
BATTERY,925
BURGLARY,1834
CRIMINAL TRESPASS,1925
ASSAULT,623
OTHER OFFENSE,731
THEFT,124
BATTERY,213
MOTOR VEHICLE THEFT,323
THEFT,932
THEFT,1232
CRIMINAL DAMAGE,811
THEFT,133
CRIMINAL DAMAGE,2515
OTHER OFFENSE,411
THEFT,124
BATTERY,531
DECEPTIVE PRACTICE,111
MOTOR VEHICLE THEFT,533
MOTOR VEHICLE THEFT,2422
THEFT,1434
THEFT,1922
BATTERY,423
CRIMINAL DAMAGE,2211
OTHER OFFENSE,522
OTHER OFFENSE,714
CRIMINAL TRESPASS,1653
MOTOR VEHICLE THEFT,512
MOTOR VEHICLE THEFT,1222
ASSAULT,622
ASSAULT,2022
THEFT,114
THEFT,624
BATTERY,725
CRIMINAL DAMAGE,1034
OTHER OFFENSE,2412
DECEPTIVE PRACTICE,133
CRIMINAL TRESPASS,1824
BURGLARY,611
THEFT,912
THEFT,2523
THEFT,1113
ASSAULT,632
HOMICIDE,512
ASSAULT,1235
ROBBERY,1831
BURGLARY,832
BATTERY,713
BATTERY,1033
THEFT,233
BATTERY,1423
DECEPTIVE PRACTICE,1622
THEFT,2233
THEFT,1614
THEFT,1533
CRIMINAL DAMAGE,1133
THEFT,1011
THEFT,1934
DECEPTIVE PRACTICE,1622
NARCOTICS,1121
DECEPTIVE PRACTICE,633
INTIMIDATION,1811
CRIMINAL DAMAGE,831
DECEPTIVE PRACTICE,433
THEFT,124
BATTERY,1124
MOTOR VEHICLE THEFT,121
DECEPTIVE PRACTICE,2411
DECEPTIVE PRACTICE,1211
OFFENSE INVOLVING CHILDREN,423
THEFT,332
ASSAULT,512
BATTERY,533
OTHER OFFENSE,1522
OTHER OFFENSE,1412
OTHER OFFENSE,424
WEAPONS VIOLATION,713
THEFT,925
THEFT,1913
CRIMINAL SEXUAL ASSAULT,414
THEFT,122
CRIMINAL DAMAGE,312
ASSAULT,1113
OTHER OFFENSE,511
ASSAULT,2533
ASSAULT,1012
CRIMINAL DAMAGE,631
THEFT,331
THEFT,122
BATTERY,911
BATTERY,2512
ASSAULT,421
ASSAULT,1135
ROBBERY,1224
BATTERY,2423
BATTERY,322
ASSAULT,1824
THEFT,1414
BATTERY,2422
THEFT,522
THEFT,632
THEFT,812
SEX OFFENSE,1914
DECEPTIVE PRACTICE,1424
DECEPTIVE PRACTICE,2512
THEFT,2213
DECEPTIVE PRACTICE,1225
THEFT,1532
WEAPONS VIOLATION,2222
THEFT,1723
THEFT,111
CRIMINAL TRESPASS,1834
OTHER OFFENSE,935
THEFT,131
WEAPONS VIOLATION,2223
ASSAULT,431
THEFT,132
BATTERY,1121
ASSAULT,1133
BATTERY,423
BATTERY,823
CRIMINAL DAMAGE,234
ASSAULT,632
THEFT,1433
MOTOR VEHICLE THEFT,1922
BATTERY,1722
MOTOR VEHICLE THEFT,414
DECEPTIVE PRACTICE,621
MOTOR VEHICLE THEFT,1654
DECEPTIVE PRACTICE,512
THEFT,1834
BATTERY,212
BATTERY,622
THEFT,1922
THEFT,1922
BATTERY,1811
BATTERY,524
OTHER OFFENSE,1831
CRIMINAL DAMAGE,915
THEFT,1024
DECEPTIVE PRACTICE,2423
THEFT,1913
NARCOTICS,2535
THEFT,131
ROBBERY,2031
DECEPTIVE PRACTICE,1611
ASSAULT,2011
BATTERY,222
THEFT,1834
THEFT,323
WEAPONS VIOLATION,421
BATTERY,1533
BATTERY,423
ASSAULT,2525
ASSAULT,2533
DECEPTIVE PRACTICE,212
MOTOR VEHICLE THEFT,413
THEFT,1833
THEFT,122
OTHER OFFENSE,2223
THEFT,1632
OTHER OFFENSE,823
BURGLARY,422
THEFT,813
OTHER OFFENSE,114
ROBBERY,512
THEFT,2022
THEFT,1925
THEFT,712
ROBBERY,1831
BURGLARY,913
THEFT,1213
ROBBERY,2234
THEFT,2422
MOTOR VEHICLE THEFT,2535
ASSAULT,632
CRIMINAL SEXUAL ASSAULT,1112
THEFT,2211
BURGLARY,831
CRIMINAL DAMAGE,431
THEFT,233
BATTERY,1723
OTHER OFFENSE,1711
OTHER OFFENSE,833
ROBBERY,2433
NARCOTICS,1112
THEFT,321
ASSAULT,1411
DECEPTIVE PRACTICE,2221
BATTERY,1131
ASSAULT,812
MOTOR VEHICLE THEFT,131
INTERFERENCE WITH PUBLIC OFFICER,233
BATTERY,614
CRIMINAL TRESPASS,1233
THEFT,1831
PUBLIC PEACE VIOLATION,722
MOTOR VEHICLE THEFT,123
BATTERY,214
ROBBERY,232
ASSAULT,1213
NARCOTICS,1013
BURGLARY,1632
CRIMINAL DAMAGE,935
THEFT,1722
THEFT,835
DECEPTIVE PRACTICE,132
BATTERY,1733
THEFT,2411
BURGLARY,511
CRIMINAL DAMAGE,913
DECEPTIVE PRACTICE,233
ASSAULT,423
THEFT,613
THEFT,1022
DECEPTIVE PRACTICE,1411
CRIMINAL DAMAGE,1723
OTHER OFFENSE,1614
THEFT,634
ROBBERY,2433
OFFENSE INVOLVING CHILDREN,511
ASSAULT,214
KIDNAPPING,1233
BATTERY,123
THEFT,1722
CRIMINAL DAMAGE,511
BATTERY,711
ASSAULT,622
BATTERY,1522
THEFT,1933
ASSAULT,2413
THEFT,1821
THEFT,1934
THEFT,1834
CRIMINAL DAMAGE,1031
CRIMINAL DAMAGE,935
CRIMINAL DAMAGE,2024
THEFT,432
CRIMINAL DAMAGE,1915
DECEPTIVE PRACTICE,1022
BATTERY,1215
CRIMINAL DAMAGE,334
CRIMINAL DAMAGE,935
THEFT,421
WEAPONS VIOLATION,1014
THEFT,1925
CRIMINAL DAMAGE,424
THEFT,1934
THEFT,211
ASSAULT,1621
ASSAULT,911
THEFT,1935
THEFT,1723
ASSAULT,632
BATTERY,1212
CRIMINAL DAMAGE,1434
THEFT,823
THEFT,112
ASSAULT,331
ASSAULT,213
OTHER OFFENSE,431
CRIMINAL SEXUAL ASSAULT,223
THEFT,111
THEFT,1221
BATTERY,434
THEFT,211
THEFT,722
THEFT,131
DECEPTIVE PRACTICE,714
THEFT,825
THEFT,512
THEFT,1434
SEX OFFENSE,1822
THEFT,1924
MOTOR VEHICLE THEFT,612
DECEPTIVE PRACTICE,632
ROBBERY,2223
BATTERY,133
BATTERY,113
THEFT,632
BATTERY,833
MOTOR VEHICLE THEFT,715
NARCOTICS,1215
ROBBERY,1121
HOMICIDE,523
NARCOTICS,512
CRIMINAL DAMAGE,834
BATTERY,834
THEFT,1924
BURGLARY,1233
THEFT,421
THEFT,2411
OTHER OFFENSE,1831
ASSAULT,1422
CRIMINAL DAMAGE,2524
THEFT,1914
ASSAULT,414
BATTERY,1113
THEFT,2012
BATTERY,334
OTHER OFFENSE,1225
CRIMINAL DAMAGE,934
NARCOTICS,1133
NARCOTICS,1122
CRIMINAL DAMAGE,423
OTHER OFFENSE,424
ROBBERY,114
BATTERY,2223
MOTOR VEHICLE THEFT,724
BATTERY,1522
MOTOR VEHICLE THEFT,231
THEFT,2432
ASSAULT,1024
DECEPTIVE PRACTICE,1624
MOTOR VEHICLE THEFT,911
CRIMINAL DAMAGE,1821
BATTERY,1622
DECEPTIVE PRACTICE,2233
ASSAULT,1915
BATTERY,2223
THEFT,2432
BATTERY,714
THEFT,234
MOTOR VEHICLE THEFT,2212
ROBBERY,632
ROBBERY,633
ROBBERY,1112
BATTERY,621
THEFT,2411
OTHER OFFENSE,1023
THEFT,1024
THEFT,1731
BATTERY,2534
MOTOR VEHICLE THEFT,824
MOTOR VEHICLE THEFT,1113
OTHER OFFENSE,1911
CONCEALED CARRY LICENSE VIOLATION,2234
WEAPONS VIOLATION,422
BATTERY,511
BATTERY,931
WEAPONS VIOLATION,1533
CRIMINAL DAMAGE,726
CRIMINAL DAMAGE,1931
BATTERY,621
BATTERY,2022
HOMICIDE,132
THEFT,923
HOMICIDE,731
ASSAULT,832
BATTERY,2422
MOTOR VEHICLE THEFT,311
CRIMINAL DAMAGE,2413
BATTERY,1821
BURGLARY,1724
CRIMINAL DAMAGE,421
MOTOR VEHICLE THEFT,234
MOTOR VEHICLE THEFT,523
CRIMINAL DAMAGE,1021
ROBBERY,822
ASSAULT,533
ASSAULT,421
MOTOR VEHICLE THEFT,1131
THEFT,1132
THEFT,231
THEFT,2233
MOTOR VEHICLE THEFT,2512
DECEPTIVE PRACTICE,925
BATTERY,1933
CRIMINAL DAMAGE,1724
OTHER OFFENSE,313
DECEPTIVE PRACTICE,1012
MOTOR VEHICLE THEFT,1422
THEFT,922
MOTOR VEHICLE THEFT,624
CRIMINAL DAMAGE,1652
ASSAULT,2532
OTHER OFFENSE,1132
THEFT,1831
BATTERY,1234
MOTOR VEHICLE THEFT,233
BATTERY,2532
BATTERY,421
MOTOR VEHICLE THEFT,213
BATTERY,533
OTHER OFFENSE,1231
ROBBERY,2024
CRIMINAL DAMAGE,1115
BATTERY,735
OTHER OFFENSE,1532
CRIMINAL SEXUAL ASSAULT,622
DECEPTIVE PRACTICE,612
BURGLARY,421
DECEPTIVE PRACTICE,1722
BATTERY,624
MOTOR VEHICLE THEFT,2533
MOTOR VEHICLE THEFT,624
OTHER OFFENSE,821
DECEPTIVE PRACTICE,1633
CRIMINAL DAMAGE,1713
CRIMINAL DAMAGE,1234
MOTOR VEHICLE THEFT,2533
MOTOR VEHICLE THEFT,413
DECEPTIVE PRACTICE,1834
OTHER OFFENSE,132
DECEPTIVE PRACTICE,311
DECEPTIVE PRACTICE,1833
SEX OFFENSE,1111
OTHER OFFENSE,431
DECEPTIVE PRACTICE,2512
THEFT,2413
OTHER OFFENSE,414
DECEPTIVE PRACTICE,1432
THEFT,235
CRIMINAL DAMAGE,114
THEFT,1221
BATTERY,2031
BATTERY,1522
THEFT,532
BATTERY,322
BATTERY,824
THEFT,2534
BATTERY,1211
WEAPONS VIOLATION,321
CRIMINAL DAMAGE,311
WEAPONS VIOLATION,1131
BATTERY,1831
MOTOR VEHICLE THEFT,1115
THEFT,1522
THEFT,1621
BATTERY,931
BATTERY,332
CRIMINAL TRESPASS,124
THEFT,1712
ROBBERY,2211
BATTERY,212
BATTERY,421
MOTOR VEHICLE THEFT,623
ROBBERY,825
ASSAULT,734
BATTERY,715
CRIMINAL TRESPASS,1911
ROBBERY,412
MOTOR VEHICLE THEFT,211
CRIMINAL DAMAGE,1832
BATTERY,613
BATTERY,1531
CRIMINAL DAMAGE,1012
CRIMINAL SEXUAL ASSAULT,1414
THEFT,2431
ROBBERY,1821
THEFT,835
THEFT,1531
CRIMINAL DAMAGE,313
BATTERY,713
BATTERY,421
CRIMINAL DAMAGE,1622
ROBBERY,213
CRIMINAL DAMAGE,1414
THEFT,1222
CRIMINAL DAMAGE,2031
BATTERY,835
THEFT,2232
BURGLARY,1611
BATTERY,1233
BATTERY,722
BATTERY,1412
BATTERY,1533
BATTERY,2535
OTHER OFFENSE,232
THEFT,2533
MOTOR VEHICLE THEFT,1512
MOTOR VEHICLE THEFT,322
CRIMINAL DAMAGE,524
BATTERY,431
ASSAULT,624
DECEPTIVE PRACTICE,414
MOTOR VEHICLE THEFT,1832
BATTERY,112
BURGLARY,725
DECEPTIVE PRACTICE,1834
DECEPTIVE PRACTICE,2023
OTHER OFFENSE,233
THEFT,1632
DECEPTIVE PRACTICE,1933
BATTERY,222
BATTERY,712
BURGLARY,1622
MOTOR VEHICLE THEFT,1533
OFFENSE INVOLVING CHILDREN,1624
MOTOR VEHICLE THEFT,732
BATTERY,924
OTHER OFFENSE,2232
THEFT,1653
THEFT,1023
MOTOR VEHICLE THEFT,835
CRIMINAL DAMAGE,631
THEFT,1114
THEFT,1834
THEFT,2531
BATTERY,211
OTHER OFFENSE,2522
BATTERY,313
THEFT,823
SEX OFFENSE,322
OTHER OFFENSE,623
BURGLARY,631
THEFT,1833
ASSAULT,2022
BATTERY,1621
THEFT,215
OTHER OFFENSE,1024
OTHER OFFENSE,222
THEFT,1922
THEFT,412
BATTERY,321
DECEPTIVE PRACTICE,913
ASSAULT,531
BATTERY,411
ASSAULT,523
DECEPTIVE PRACTICE,411
BATTERY,715
PUBLIC PEACE VIOLATION,2024
THEFT,212
THEFT,1623
MOTOR VEHICLE THEFT,1133
THEFT,1914
BATTERY,1912
BATTERY,123
BATTERY,1623
CRIMINAL DAMAGE,213
NARCOTICS,2031
OTHER OFFENSE,212
DECEPTIVE PRACTICE,2413
BATTERY,912
NARCOTICS,1121
THEFT,2514
CRIMINAL TRESPASS,1224
BATTERY,1914
OTHER OFFENSE,2512
THEFT,1622
DECEPTIVE PRACTICE,211
THEFT,1011
DECEPTIVE PRACTICE,1925
THEFT,1832
INTIMIDATION,713
THEFT,632
THEFT,1834
DECEPTIVE PRACTICE,1225
CRIMINAL DAMAGE,833
BATTERY,211
MOTOR VEHICLE THEFT,2533
BATTERY,332
ASSAULT,832
THEFT,423
THEFT,1832
CRIMINAL SEXUAL ASSAULT,1231
MOTOR VEHICLE THEFT,422
MOTOR VEHICLE THEFT,511
THEFT,1111
THEFT,1933
CRIMINAL TRESPASS,124
ASSAULT,411
OTHER OFFENSE,222
BATTERY,2422
OTHER OFFENSE,2234
DECEPTIVE PRACTICE,632
BATTERY,1134
ASSAULT,1225
STALKING,631
ROBBERY,324
THEFT,1233
ASSAULT,131
THEFT,222
THEFT,1711
DECEPTIVE PRACTICE,1211
BURGLARY,813
NARCOTICS,1121
DECEPTIVE PRACTICE,322
MOTOR VEHICLE THEFT,414
BATTERY,511
BATTERY,321
THEFT,624
BATTERY,1723
CRIMINAL SEXUAL ASSAULT,1012
ASSAULT,1225
OTHER OFFENSE,2011
SEX OFFENSE,734
ASSAULT,323
BURGLARY,1724
DECEPTIVE PRACTICE,2033
BATTERY,1915
MOTOR VEHICLE THEFT,725
ASSAULT,925
ROBBERY,1113
THEFT,234
ASSAULT,313
THEFT,2232
DECEPTIVE PRACTICE,2413
THEFT,1231
MOTOR VEHICLE THEFT,1214
THEFT,2413
MOTOR VEHICLE THEFT,523
ROBBERY,2211
BATTERY,634
WEAPONS VIOLATION,2223
OTHER OFFENSE,2223
CRIMINAL TRESPASS,431
OTHER OFFENSE,512
CRIMINAL DAMAGE,811
THEFT,123
THEFT,833
BATTERY,712
CRIMINAL DAMAGE,431
THEFT,212
DECEPTIVE PRACTICE,1424
CRIMINAL DAMAGE,332
THEFT,222
THEFT,523
CRIMINAL TRESPASS,1212
CRIMINAL DAMAGE,533
ASSAULT,231
ROBBERY,914
THEFT,1034
MOTOR VEHICLE THEFT,1422
BATTERY,732
CRIMINAL DAMAGE,432
THEFT,1424
OTHER OFFENSE,1921
ASSAULT,1221
WEAPONS VIOLATION,731
CRIMINAL DAMAGE,1723
THEFT,131
BATTERY,313
ASSAULT,2532
OTHER OFFENSE,1724
THEFT,1533
BATTERY,2514
THEFT,414
MOTOR VEHICLE THEFT,1021
CRIMINAL DAMAGE,622
SEX OFFENSE,2412
NARCOTICS,1421
THEFT,1813
THEFT,1235
ASSAULT,524
THEFT,212
DECEPTIVE PRACTICE,1911
THEFT,511
BATTERY,1512
THEFT,2033
DECEPTIVE PRACTICE,2222
NARCOTICS,1123
OFFENSE INVOLVING CHILDREN,2223
DECEPTIVE PRACTICE,2433
CRIMINAL DAMAGE,1713
THEFT,1434
THEFT,1033
DECEPTIVE PRACTICE,414
OTHER OFFENSE,1713
THEFT,221
MOTOR VEHICLE THEFT,1732
BATTERY,423
BURGLARY,323
MOTOR VEHICLE THEFT,214
BURGLARY,1935
THEFT,1013
THEFT,1434
DECEPTIVE PRACTICE,2222
OTHER OFFENSE,1923
SEX OFFENSE,1923
CRIMINAL DAMAGE,511
MOTOR VEHICLE THEFT,914
ASSAULT,2423
BATTERY,1413
THEFT,932
BATTERY,1224
THEFT,1834
THEFT,912
BATTERY,1133
WEAPONS VIOLATION,511
OTHER OFFENSE,1134
ROBBERY,922
THEFT,1732
CRIMINAL DAMAGE,726
ROBBERY,2412
BATTERY,313
THEFT,2533
WEAPONS VIOLATION,734
THEFT,834
BATTERY,2412
THEFT,2422
OTHER OFFENSE,1633
THEFT,1924
THEFT,834
BURGLARY,1831
THEFT,1611
MOTOR VEHICLE THEFT,2522
DECEPTIVE PRACTICE,432
BURGLARY,1922
BURGLARY,1511
MOTOR VEHICLE THEFT,1722
THEFT,511
BATTERY,513
THEFT,1732
BATTERY,1633
BURGLARY,2412
THEFT,1822
BURGLARY,1611
OTHER OFFENSE,411
CRIMINAL DAMAGE,1034
MOTOR VEHICLE THEFT,725
THEFT,1624
ASSAULT,423
OTHER OFFENSE,1834
OTHER OFFENSE,1532
ROBBERY,421
WEAPONS VIOLATION,2534
THEFT,1222
MOTOR VEHICLE THEFT,1722
THEFT,832
MOTOR VEHICLE THEFT,131
THEFT,1424
ASSAULT,2515
BATTERY,731
CRIMINAL DAMAGE,2512
DECEPTIVE PRACTICE,811
MOTOR VEHICLE THEFT,624
THEFT,2412
MOTOR VEHICLE THEFT,1911
ROBBERY,2433
WEAPONS VIOLATION,1813
ASSAULT,431
